Date;Type of cash flow;Currency;Quantity / Amount;ISIN;Position;Cash flow type;Month;Identification number;Portfolio instrument number;Evaluation date;Portfolio number;Value pre-tax in trade currency;Value pre-tax in evaluation currency;Value after tax in trade currency
30.06.2023;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;6;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.09.2023;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;9;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.12.2023;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;12;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.03.2024;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;3;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.06.2024;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;6;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.09.2024;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;9;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.12.2024;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;12;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
31.03.2025;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;3;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.06.2025;Dividend;CHF;-1436.3;  .KK-CHF.000.0.10000.07;Current Account CHF;Other positions;6;  .KK-CHF.000.0.10000.07;10000.07-  .KK-CHF.000.0.10000.07;15.09.2025;10000.07;-1436.3;-1436.3;-1220.86
30.09.2021;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;9;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.12.2021;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;12;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.03.2022;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;3;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.06.2022;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;6;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.09.2022;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;9;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.12.2022;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;12;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.03.2023;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;3;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.06.2023;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;6;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.09.2023;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;9;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.12.2023;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;12;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.03.2024;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;3;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.06.2024;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;6;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.09.2024;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;9;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.12.2024;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;12;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
31.03.2025;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;3;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.06.2025;Dividend;EUR;-11744.28;  .322646.000.0;Allianz N;Other positions;6;  .322646.000.0;10000.07-  .322646.000.0;15.09.2025;10000.07;-11744.28;-11744.28;-9982.64
30.09.2021;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;9;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.12.2021;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;12;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.03.2022;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;3;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.06.2022;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;6;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.09.2022;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;9;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.12.2022;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;12;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.03.2023;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;3;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.06.2023;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;6;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.09.2023;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;9;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.12.2023;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;12;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.03.2024;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;3;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.06.2024;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;6;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.09.2024;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;9;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.12.2024;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;12;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
31.03.2025;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;3;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.06.2025;Dividend;USD;-1168.93;24.409862.000.0;Alibaba Group ADS Repr 8;Other positions;6;24.409862.000.0;10000.07-24.409862.000.0;15.09.2025;10000.07;-1168.93;-1168.93;-993.59
30.09.2021;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;9; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.12.2021;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;12; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.03.2022;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;3; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.06.2022;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;6; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.09.2022;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;9; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.12.2022;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;12; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.03.2023;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;3; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.06.2023;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;6; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.09.2023;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;9; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.12.2023;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;12; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.03.2024;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;3; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.06.2024;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;6; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.09.2024;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;9; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.12.2024;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;12; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
31.03.2025;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;3; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.06.2025;Dividend;CHF;-18868.24; 1.203204.000.0;Roche GS;Other positions;6; 1.203204.000.0;10000.07- 1.203204.000.0;15.09.2025;10000.07;-18868.24;-18868.24;-16038
30.04.2005;Redemption;USD;599450;11.282155.000.0;3 3/4% Metalsa 21-04.05.2031;Bonds;4;11.282155.000.0;10000.37-11.282155.000.0;15.09.2025;10000.37;599450;599450;599450
31.12.2021;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;12;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
30.06.2022;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;6;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
31.12.2022;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;12;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
30.06.2023;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;6;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
31.12.2023;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;12;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
30.06.2024;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;6;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
31.12.2024;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;12;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
30.06.2025;Coupon;USD;-27226.77;21.256942.000.0;4 3/8% Costa Rica 13-30.04.2025;Bonds;6;21.256942.000.0;10000.37-21.256942.000.0;15.09.2025;10000.37;-27226.77;-27226.77;-27226.77
31.12.2021;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;12;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
30.06.2022;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;6;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
31.12.2022;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;12;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
30.06.2023;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;6;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
31.12.2023;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;12;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
30.06.2024;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;6;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
31.12.2024;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;12;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
30.06.2025;Coupon;USD;-25038.75;49.263329.000.0;4 1/8% Ardagh 19-15.08.2026 144A;Bonds;6;49.263329.000.0;10000.37-49.263329.000.0;15.09.2025;10000.37;-25038.75;-25038.75;-25038.75
31.12.2021;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;12;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
30.06.2022;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;6;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
31.12.2022;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;12;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
30.06.2023;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;6;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
31.12.2023;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;12;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
30.06.2024;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;6;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
31.12.2024;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;12;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
30.06.2025;Coupon;USD;-18830.87;54.403356.000.0;4 3/4% Mexiko 20-27.04.2032;Bonds;6;54.403356.000.0;10000.37-54.403356.000.0;15.09.2025;10000.37;-18830.87;-18830.87;-18830.87
31.12.2021;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;12;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
30.06.2022;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;6;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
31.12.2022;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;12;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
30.06.2023;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;6;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
31.12.2023;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;12;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
30.06.2024;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;6;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
31.12.2024;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;12;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
30.06.2025;Coupon;USD;-10241.76;55.349841.000.0;2 3/4% Credicorp 20-17.06.2025;Bonds;6;55.349841.000.0;10000.37-55.349841.000.0;15.09.2025;10000.37;-10241.76;-10241.76;-10241.76
31.12.2008;Redemption;USD;2042511.5;19.289108.000.0;2 3/8% Shell Intl Finance 12-21.08.2022;Bonds;12;19.289108.000.0;10000.05-19.289108.000.0;15.09.2025;10000.05;2042511.5;2042511.5;2042511.5
31.12.2021;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;12;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
30.06.2022;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;6;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
31.12.2022;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;12;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
30.06.2023;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;6;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
31.12.2023;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;12;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
30.06.2024;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;6;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
31.12.2024;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;12;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
30.06.2025;Coupon;USD;-37233.32;32.824679.000.0;3.373% GE Capital Intl F 16-15.11.2025;Bonds;6;32.824679.000.0;10000.05-32.824679.000.0;15.09.2025;10000.05;-37233.32;-37233.32;-37233.32
31.12.2021;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;12;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
30.06.2022;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;6;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
31.12.2022;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;12;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
30.06.2023;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;6;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
31.12.2023;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;12;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
30.06.2024;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;6;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
31.12.2024;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;12;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
30.06.2025;Coupon;USD;-27839.92;51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025;Bonds;6;51.913171.000.0;10000.05-51.913171.000.0;15.09.2025;10000.05;-27839.92;-27839.92;-27839.92
30.09.2021;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;9;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.12.2021;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;12;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.03.2022;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;3;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.06.2022;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;6;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.09.2022;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;9;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.12.2022;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;12;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.03.2023;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;3;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.06.2023;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;6;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.09.2023;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;9;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.12.2023;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;12;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.03.2024;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;3;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.06.2024;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;6;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.09.2024;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;9;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.12.2024;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;12;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.03.2025;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;3;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
30.06.2025;Dividend;CAD;-2504.41;10.951460.184.0;Lion Electric;Other positions;6;10.951460.184.0;10000.07-10.951460.184.0;15.09.2025;10000.07;-2504.41;-2504.41;-2128.75
31.10.2011;Redemption;USD;684755.62;14.296794.000.0;3.65% Teva Pharma Finance 11-10.11.2021;Bonds;10;14.296794.000.0;10000.37-14.296794.000.0;15.09.2025;10000.37;684755.62;684755.62;684755.62
31.12.2021;Coupon;USD;-5557.62;34.005845.000.0;5 1/2% Ziggo Finance 16-15.01.2027;Bonds;12;34.005845.000.0;10000.37-34.005845.000.0;15.09.2025;10000.37;-5557.62;-5557.62;-5557.62
30.06.2022;Coupon;USD;-5557.62;34.005845.000.0;5 1/2% Ziggo Finance 16-15.01.2027;Bonds;6;34.005845.000.0;10000.37-34.005845.000.0;15.09.2025;10000.37;-5557.62;-5557.62;-5557.62
31.12.2022;Coupon;USD;-5557.62;34.005845.000.0;5 1/2% Ziggo Finance 16-15.01.2027;Bonds;12;34.005845.000.0;10000.37-34.005845.000.0;15.09.2025;10000.37;-5557.62;-5557.62;-5557.62
