Description;ISIN;Identification number;Quantity / amount;Price;Market to cost;Weight;Investment strategy;Portfolio manager;Relationship manager;Evaluation date;Portfolio number;Total value in evaluation currency;Trade currency;Risk currency;Duration;YTM;Duration x Total value in evaluation currency;YTM x Total value in evaluation currency;Position rank;Country;Asset class;Price date;Bank
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.054285767;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2024;10000.37;843428.6135;USD;USD;8.275555036;0.029805621;6979839.91;25138.91331;;Mexico;Bonds;31.05.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.030894182;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2024;10000.37;824715.3456;USD;USD;8.275555036;0.029805621;6824977.232;24581.15275;;Mexico;Bonds;30.06.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.037816308;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2024;10000.37;830253.0468;USD;USD;8.275555036;0.029805621;6870804.783;24746.20737;;Mexico;Bonds;31.07.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.034006523;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2024;10000.37;827205.2182;USD;USD;8.275555036;0.029805621;6845582.309;24655.36495;;Mexico;Bonds;31.08.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.030435731;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2024;10000.37;824348.5849;USD;USD;8.275555036;0.029805621;6821942.084;24570.22122;;Mexico;Bonds;30.09.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.027568392;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2024;10000.37;822054.7133;USD;USD;8.275555036;0.029805621;6802959.023;24501.85095;;Mexico;Bonds;31.10.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.028839734;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2024;10000.37;823071.7868;USD;USD;8.275555036;0.029805621;6811375.87;24532.16546;;Mexico;Bonds;30.11.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.008760323;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2024;10000.37;807008.258;USD;USD;8.275555036;0.029805621;6678441.254;24053.38202;;Mexico;Bonds;31.12.2024;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.011073165;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2025;10000.37;808858.5322;USD;USD;8.275555036;0.029805621;6693753.3;24108.53059;;Mexico;Bonds;31.01.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.011755752;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;28.02.2025;10000.37;809404.6013;USD;USD;8.275555036;0.029805621;6698272.325;24124.80651;;Mexico;Bonds;28.02.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.016986858;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2025;10000.37;813589.4867;USD;USD;8.275555036;0.029805621;6732904.574;24249.53962;;Mexico;Bonds;31.03.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.010470069;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2025;10000.37;808376.055;USD;USD;8.275555036;0.029805621;6689760.533;24094.15005;;Mexico;Bonds;30.04.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;1.007454506;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2025;10000.37;805963.605;USD;USD;8.275555036;0.029805621;6669796.17;24022.24548;;Mexico;Bonds;31.05.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;0.983785485;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2025;10000.37;787028.3879;USD;USD;8.275555036;0.029805621;6513096.739;23457.86959;;Mexico;Bonds;30.06.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;0.985233195;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2025;10000.37;788186.5562;USD;USD;8.275555036;0.029805621;6522681.225;23492.38951;;Mexico;Bonds;31.07.2025;JPM, Geneva
4 3/4% Mexiko 20-27.04.2032;US91087BAK61;54.403356.000.0;0;0.97993255;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2025;10000.37;783946.0403;USD;USD;8.275555036;0.029805621;6487588.602;23365.9983;;Mexico;Bonds;31.08.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.026749348;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2021;10000.37;513374.6738;USD;USD;3.530964792;0.022397038;1812707.898;11498.07204;;Bermuda;Bonds;30.09.2021;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.025629994;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2021;10000.37;512814.9969;USD;USD;3.530964792;0.022397038;1810731.699;11485.53694;;Bermuda;Bonds;31.10.2021;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.026676027;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2021;10000.37;513338.0135;USD;USD;3.530964792;0.022397038;1812578.452;11497.25096;;Bermuda;Bonds;30.11.2021;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.003651584;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2021;10000.37;501825.7918;USD;USD;3.530964792;0.022397038;1771929.202;11239.41129;;Bermuda;Bonds;31.12.2021;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.000718129;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2022;10000.37;500359.0647;USD;USD;3.530964792;0.022397038;1766750.241;11206.56095;;Bermuda;Bonds;31.01.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.997006838;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;28.02.2022;10000.37;498503.4189;USD;USD;3.530964792;0.022397038;1760198.021;11164.99998;;Bermuda;Bonds;28.02.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.000866428;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2022;10000.37;500433.214;USD;USD;3.530964792;0.022397038;1767012.059;11208.22168;;Bermuda;Bonds;31.03.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.004938137;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2022;10000.37;502469.0687;USD;USD;3.530964792;0.022397038;1774200.59;11253.81879;;Bermuda;Bonds;30.04.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;1.001510869;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2022;10000.37;500755.4344;USD;USD;3.530964792;0.022397038;1768149.808;11215.43846;;Bermuda;Bonds;31.05.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.979222856;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2022;10000.37;489611.4278;USD;USD;3.530964792;0.022397038;1728800.713;10965.84572;;Bermuda;Bonds;30.06.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.980030311;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2022;10000.37;490015.1554;USD;USD;3.530964792;0.022397038;1730226.261;10974.88802;;Bermuda;Bonds;31.07.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.973946631;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2022;10000.37;486973.3154;USD;USD;3.530964792;0.022397038;1719485.631;10906.75982;;Bermuda;Bonds;31.08.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.969848615;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2022;10000.37;484924.3074;USD;USD;3.530964792;0.022397038;1712250.656;10860.86811;;Bermuda;Bonds;30.09.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.971478681;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2022;10000.37;485739.3405;USD;USD;3.530964792;0.022397038;1715128.509;10879.12243;;Bermuda;Bonds;31.10.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.971795501;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2022;10000.37;485897.7504;USD;USD;3.530964792;0.022397038;1715687.849;10882.67034;;Bermuda;Bonds;30.11.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.952682811;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2022;10000.37;476341.4057;USD;USD;3.530964792;0.022397038;1681944.732;10668.63653;;Bermuda;Bonds;31.12.2022;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.95629772;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2023;10000.37;478148.8598;USD;USD;3.530964792;0.022397038;1688326.789;10709.11815;;Bermuda;Bonds;31.01.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.955293999;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;28.02.2023;10000.37;477646.9997;USD;USD;3.530964792;0.022397038;1686554.739;10697.87797;;Bermuda;Bonds;28.02.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.953213373;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2023;10000.37;476606.6865;USD;USD;3.530964792;0.022397038;1682881.429;10674.57804;;Bermuda;Bonds;31.03.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.953513088;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2023;10000.37;476756.5442;USD;USD;3.530964792;0.022397038;1683410.572;10677.9344;;Bermuda;Bonds;30.04.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.959569893;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2023;10000.37;479784.9463;USD;USD;3.530964792;0.022397038;1694103.753;10745.76164;;Bermuda;Bonds;31.05.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.944151188;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2023;10000.37;472075.5942;USD;USD;3.530964792;0.022397038;1666882.302;10573.09499;;Bermuda;Bonds;30.06.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.944832648;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2023;10000.37;472416.3241;USD;USD;3.530964792;0.022397038;1668085.407;10580.72633;;Bermuda;Bonds;31.07.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.947378769;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2023;10000.37;473689.3844;USD;USD;3.530964792;0.022397038;1672580.538;10609.23911;;Bermuda;Bonds;31.08.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.951778075;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2023;10000.37;475889.0377;USD;USD;3.530964792;0.022397038;1680347.437;10658.50483;;Bermuda;Bonds;30.09.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.950980591;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2023;10000.37;475490.2953;USD;USD;3.530964792;0.022397038;1678939.491;10649.57418;;Bermuda;Bonds;31.10.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.948726674;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2023;10000.37;474363.3372;USD;USD;3.530964792;0.022397038;1674960.242;10624.33365;;Bermuda;Bonds;30.11.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.928631352;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2023;10000.37;464315.6762;USD;USD;3.530964792;0.022397038;1639482.305;10399.29581;;Bermuda;Bonds;31.12.2023;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.931646407;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2024;10000.37;465823.2035;USD;USD;3.530964792;0.022397038;1644805.331;10433.05996;;Bermuda;Bonds;31.01.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.925262516;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;29.02.2024;10000.37;462631.2578;USD;USD;3.530964792;0.022397038;1633534.683;10361.56983;;Bermuda;Bonds;29.02.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.922736836;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2024;10000.37;461368.418;USD;USD;3.530964792;0.022397038;1629075.64;10333.28596;;Bermuda;Bonds;31.03.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.92312358;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2024;10000.37;461561.7898;USD;USD;3.530964792;0.022397038;1629758.429;10337.61691;;Bermuda;Bonds;30.04.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.921315733;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2024;10000.37;460657.8664;USD;USD;3.530964792;0.022397038;1626566.707;10317.37171;;Bermuda;Bonds;31.05.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.900643136;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2024;10000.37;450321.5682;USD;USD;3.530964792;0.022397038;1590069.602;10085.86924;;Bermuda;Bonds;30.06.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.898267672;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2024;10000.37;449133.8362;USD;USD;3.530964792;0.022397038;1585875.762;10059.26756;;Bermuda;Bonds;31.07.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.900232863;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2024;10000.37;450116.4315;USD;USD;3.530964792;0.022397038;1589345.272;10081.27479;;Bermuda;Bonds;31.08.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.897465749;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.09.2024;10000.37;448732.8743;USD;USD;3.530964792;0.022397038;1584459.98;10050.28721;;Bermuda;Bonds;30.09.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.897211122;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.10.2024;10000.37;448605.5611;USD;USD;3.530964792;0.022397038;1584010.441;10047.43577;;Bermuda;Bonds;31.10.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.895794206;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.11.2024;10000.37;447897.103;USD;USD;3.530964792;0.022397038;1581508.901;10031.5684;;Bermuda;Bonds;30.11.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.875149375;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.12.2024;10000.37;437574.6874;USD;USD;3.530964792;0.022397038;1545060.815;9800.376871;;Bermuda;Bonds;31.12.2024;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.873277113;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.01.2025;10000.37;436638.5563;USD;USD;3.530964792;0.022397038;1541755.369;9779.410306;;Bermuda;Bonds;31.01.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.873589944;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;28.02.2025;10000.37;436794.9718;USD;USD;3.530964792;0.022397038;1542307.667;9782.913551;;Bermuda;Bonds;28.02.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.87443643;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.03.2025;10000.37;437218.2149;USD;USD;3.530964792;0.022397038;1543802.123;9792.392943;;Bermuda;Bonds;31.03.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.872587932;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.04.2025;10000.37;436293.9658;USD;USD;3.530964792;0.022397038;1540538.632;9771.692501;;Bermuda;Bonds;30.04.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.876249919;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.05.2025;10000.37;438124.9595;USD;USD;3.530964792;0.022397038;1547003.806;9812.701336;;Bermuda;Bonds;31.05.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.855996484;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;30.06.2025;10000.37;427998.2421;USD;USD;3.530964792;0.022397038;1511246.724;9585.892863;;Bermuda;Bonds;30.06.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.856243009;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.07.2025;10000.37;428121.5047;USD;USD;3.530964792;0.022397038;1511681.96;9588.65358;;Bermuda;Bonds;31.07.2025;JPM, Geneva
2 3/4% Credicorp 20-17.06.2025;USG2519YAA67;55.349841.000.0;0;0.855568706;;;Low Risk;Aaron Netanyahu;Pepe Inzaghi;31.08.2025;10000.37;427784.353;USD;USD;3.530964792;0.022397038;1510491.489;9581.10238;;Bermuda;Bonds;31.08.2025;JPM, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2021;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.09.2021;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2021;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.10.2021;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2021;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.11.2021;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2021;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.12.2021;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.01.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;28.02.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.03.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.04.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.05.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.06.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.07.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.08.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.09.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.10.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.11.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2022;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.12.2022;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.01.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;28.02.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;28.02.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.03.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.04.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.04.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.05.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.05.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.06.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.06.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.07.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.07.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.08.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.08.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.09.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.09.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.10.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.10.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;30.11.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;30.11.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.12.2023;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.12.2023;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.01.2024;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.01.2024;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;29.02.2024;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;29.02.2024;LGT, Geneva
2 3/8% Shell Intl Finance 12-21.08.2022;US822582AS19;19.289108.000.0;0;0;;;Very Low Risk;Bruno Iksil;Emmanuel Fragniere;31.03.2024;10000.05;0;USD;USD;0;0;0;0;;Netherlands;Bonds;31.03.2024;LGT, Geneva
