Ticket date;Transaction;Transaction number;Amount;Position;Identification number;Accounting;Price;Value in evaluation currency;Portfolio number;Booking date;Value date;Purchase date;Portfolio instrument number;Position instrument number;Evaluation date;Transaction value in evaluation currency;Transaction interest in evaluation currency;Transaction fees in evaluation currency;Transaction duties and taxes in evaluation currency;Fee basis in evaluation currency;Transaction holding position;Transaction holding amount;Transaction counterparty position;Transaction counterparty currency;Transaction counterparty amount;Transaction holding identification number;Transaction counterparty identification number;Value;Currency;Transaction holding currency
31.12.2024;Duties and taxes;10000.37-20241231-TX1-32.212993.000.0;3.95;Common expenses account;;Duties and taxes;1;3.95;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-3.95;0;0;3.95;-3.95;Common expenses account;3.95;Current Account USD;USD;-3.95;TAX-;;3.95;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-33.120765.000.0;7.58;Common expenses account;;Duties and taxes;1;7.58;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7.58;0;0;7.58;-7.58;Common expenses account;7.58;Current Account USD;USD;-7.58;TAX-;;7.58;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-33.923459.000.0;3.73;Common expenses account;;Duties and taxes;1;3.73;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-3.73;0;0;3.73;-3.73;Common expenses account;3.73;Current Account USD;USD;-3.73;TAX-;;3.73;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-34.005845.000.0;2.78;Common expenses account;;Duties and taxes;1;2.78;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-2.78;0;0;2.78;-2.78;Common expenses account;2.78;Current Account USD;USD;-2.78;TAX-;;2.78;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-36.943635.000.0;8.83;Common expenses account;;Duties and taxes;1;8.83;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-8.83;0;0;8.83;-8.83;Common expenses account;8.83;Current Account USD;USD;-8.83;TAX-;;8.83;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-38.367688.000.0;13.81;Common expenses account;;Duties and taxes;1;13.81;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-13.81;0;0;13.81;-13.81;Common expenses account;13.81;Current Account USD;USD;-13.81;TAX-;;13.81;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-38.488193.000.0;7.79;Common expenses account;;Duties and taxes;1;7.79;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7.79;0;0;7.79;-7.79;Common expenses account;7.79;Current Account USD;USD;-7.79;TAX-;;7.79;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-38.550834.000.0;7.87;Common expenses account;;Duties and taxes;1;7.87;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7.87;0;0;7.87;-7.87;Common expenses account;7.87;Current Account USD;USD;-7.87;TAX-;;7.87;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-38.599545.000.0;4.61;Common expenses account;;Duties and taxes;1;4.61;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-4.61;0;0;4.61;-4.61;Common expenses account;4.61;Current Account USD;USD;-4.61;TAX-;;4.61;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-39.103781.000.0;7.57;Common expenses account;;Duties and taxes;1;7.57;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7.57;0;0;7.57;-7.57;Common expenses account;7.57;Current Account USD;USD;-7.57;TAX-;;7.57;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-39.437251.000.0;15.24;Common expenses account;;Duties and taxes;1;15.24;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-15.24;0;0;15.24;-15.24;Common expenses account;15.24;Current Account USD;USD;-15.24;TAX-;;15.24;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-39.463178.000.0;7.88;Common expenses account;;Duties and taxes;1;7.88;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7.88;0;0;7.88;-7.88;Common expenses account;7.88;Current Account USD;USD;-7.88;TAX-;;7.88;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-39.878431.000.0;12.57;Common expenses account;;Duties and taxes;1;12.57;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-12.57;0;0;12.57;-12.57;Common expenses account;12.57;Current Account USD;USD;-12.57;TAX-;;12.57;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-41.758541.000.0;14.78;Common expenses account;;Duties and taxes;1;14.78;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-14.78;0;0;14.78;-14.78;Common expenses account;14.78;Current Account USD;USD;-14.78;TAX-;;14.78;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-42.177803.000.0;8.02;Common expenses account;;Duties and taxes;1;8.02;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-8.02;0;0;8.02;-8.02;Common expenses account;8.02;Current Account USD;USD;-8.02;TAX-;;8.02;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-44.636390.000.0;13.36;Common expenses account;;Duties and taxes;1;13.36;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-13.36;0;0;13.36;-13.36;Common expenses account;13.36;Current Account USD;USD;-13.36;TAX-;;13.36;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-46.360158.000.0;10.17;Common expenses account;;Duties and taxes;1;10.17;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-10.17;0;0;10.17;-10.17;Common expenses account;10.17;Current Account USD;USD;-10.17;TAX-;;10.17;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-49.149176.000.0;9.59;Common expenses account;;Duties and taxes;1;9.59;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-9.59;0;0;9.59;-9.59;Common expenses account;9.59;Current Account USD;USD;-9.59;TAX-;;9.59;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-49.263329.000.0;12.52;Common expenses account;;Duties and taxes;1;12.52;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-12.52;0;0;12.52;-12.52;Common expenses account;12.52;Current Account USD;USD;-12.52;TAX-;;12.52;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-52.470521.000.0;8.45;Common expenses account;;Duties and taxes;1;8.45;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-8.45;0;0;8.45;-8.45;Common expenses account;8.45;Current Account USD;USD;-8.45;TAX-;;8.45;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-54.164741.000.0;17.33;Common expenses account;;Duties and taxes;1;17.33;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-17.33;0;0;17.33;-17.33;Common expenses account;17.33;Current Account USD;USD;-17.33;TAX-;;17.33;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-54.254781.000.0;8.43;Common expenses account;;Duties and taxes;1;8.43;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-8.43;0;0;8.43;-8.43;Common expenses account;8.43;Current Account USD;USD;-8.43;TAX-;;8.43;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-54.403356.000.0;9.42;Common expenses account;;Duties and taxes;1;9.42;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-9.42;0;0;9.42;-9.42;Common expenses account;9.42;Current Account USD;USD;-9.42;TAX-;;9.42;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-54.747326.000.0;8.83;Common expenses account;;Duties and taxes;1;8.83;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-8.83;0;0;8.83;-8.83;Common expenses account;8.83;Current Account USD;USD;-8.83;TAX-;;8.83;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-54.777005.000.0;11.29;Common expenses account;;Duties and taxes;1;11.29;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-11.29;0;0;11.29;-11.29;Common expenses account;11.29;Current Account USD;USD;-11.29;TAX-;;11.29;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-54.926961.000.0;15.77;Common expenses account;;Duties and taxes;1;15.77;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-15.77;0;0;15.77;-15.77;Common expenses account;15.77;Current Account USD;USD;-15.77;TAX-;;15.77;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-55.178013.000.0;5.36;Common expenses account;;Duties and taxes;1;5.36;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-5.36;0;0;5.36;-5.36;Common expenses account;5.36;Current Account USD;USD;-5.36;TAX-;;5.36;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-55.268134.000.0;7;Common expenses account;;Duties and taxes;1;7;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-7;0;0;7;-7;Common expenses account;7;Current Account USD;USD;-7;TAX-;;7;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX1-55.349841.000.0;5.12;Common expenses account;;Duties and taxes;1;5.12;10000.37;31.12.2024;31.12.2024;;-10000.37;TAX-;31.12.2024;-5.12;0;0;5.12;-5.12;Common expenses account;5.12;Current Account USD;USD;-5.12;TAX-;;5.12;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-  .957543.000.0;-19.68;Current Account USD;;Counterparty holding;1;-19.68;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-19.68;0;0;19.68;-19.68;Common expenses account;19.68;Current Account USD;USD;-19.68;TAX-;;-19.68;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-11.282155.000.0;-5.99;Current Account USD;;Counterparty holding;1;-5.99;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.99;0;0;5.99;-5.99;Common expenses account;5.99;Current Account USD;USD;-5.99;TAX-;;-5.99;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-12.094060.000.0;-7.63;Current Account USD;;Counterparty holding;1;-7.63;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.63;0;0;7.63;-7.63;Common expenses account;7.63;Current Account USD;USD;-7.63;TAX-;;-7.63;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-21.256942.000.0;-13.61;Current Account USD;;Counterparty holding;1;-13.61;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-13.61;0;0;13.61;-13.61;Common expenses account;13.61;Current Account USD;USD;-13.61;TAX-;;-13.61;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-26.700955.000.0;-15.85;Current Account USD;;Counterparty holding;1;-15.85;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-15.85;0;0;15.85;-15.85;Common expenses account;15.85;Current Account USD;USD;-15.85;TAX-;;-15.85;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-26.807339.000.0;-4.4;Current Account USD;;Counterparty holding;1;-4.4;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.4;0;0;4.4;-4.4;Common expenses account;4.4;Current Account USD;USD;-4.4;TAX-;;-4.4;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-28.697788.000.0;-17.82;Current Account USD;;Counterparty holding;1;-17.82;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-17.82;0;0;17.82;-17.82;Common expenses account;17.82;Current Account USD;USD;-17.82;TAX-;;-17.82;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-28.954494.000.0;-6.67;Current Account USD;;Counterparty holding;1;-6.67;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-6.67;0;0;6.67;-6.67;Common expenses account;6.67;Current Account USD;USD;-6.67;TAX-;;-6.67;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-29.031932.000.0;-4.57;Current Account USD;;Counterparty holding;1;-4.57;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.57;0;0;4.57;-4.57;Common expenses account;4.57;Current Account USD;USD;-4.57;TAX-;;-4.57;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-30.453100.000.0;-13.63;Current Account USD;;Counterparty holding;1;-13.63;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-13.63;0;0;13.63;-13.63;Common expenses account;13.63;Current Account USD;USD;-13.63;TAX-;;-13.63;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-31.446301.000.0;-18.16;Current Account USD;;Counterparty holding;1;-18.16;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-18.16;0;0;18.16;-18.16;Common expenses account;18.16;Current Account USD;USD;-18.16;TAX-;;-18.16;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-32.212993.000.0;-3.95;Current Account USD;;Counterparty holding;1;-3.95;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-3.95;0;0;3.95;-3.95;Common expenses account;3.95;Current Account USD;USD;-3.95;TAX-;;-3.95;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-33.120765.000.0;-7.58;Current Account USD;;Counterparty holding;1;-7.58;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.58;0;0;7.58;-7.58;Common expenses account;7.58;Current Account USD;USD;-7.58;TAX-;;-7.58;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-33.923459.000.0;-3.73;Current Account USD;;Counterparty holding;1;-3.73;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-3.73;0;0;3.73;-3.73;Common expenses account;3.73;Current Account USD;USD;-3.73;TAX-;;-3.73;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-34.005845.000.0;-2.78;Current Account USD;;Counterparty holding;1;-2.78;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-2.78;0;0;2.78;-2.78;Common expenses account;2.78;Current Account USD;USD;-2.78;TAX-;;-2.78;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-36.943635.000.0;-8.83;Current Account USD;;Counterparty holding;1;-8.83;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.83;0;0;8.83;-8.83;Common expenses account;8.83;Current Account USD;USD;-8.83;TAX-;;-8.83;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-38.367688.000.0;-13.81;Current Account USD;;Counterparty holding;1;-13.81;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-13.81;0;0;13.81;-13.81;Common expenses account;13.81;Current Account USD;USD;-13.81;TAX-;;-13.81;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-38.488193.000.0;-7.79;Current Account USD;;Counterparty holding;1;-7.79;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.79;0;0;7.79;-7.79;Common expenses account;7.79;Current Account USD;USD;-7.79;TAX-;;-7.79;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-38.550834.000.0;-7.87;Current Account USD;;Counterparty holding;1;-7.87;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.87;0;0;7.87;-7.87;Common expenses account;7.87;Current Account USD;USD;-7.87;TAX-;;-7.87;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-38.599545.000.0;-4.61;Current Account USD;;Counterparty holding;1;-4.61;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-4.61;0;0;4.61;-4.61;Common expenses account;4.61;Current Account USD;USD;-4.61;TAX-;;-4.61;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-39.103781.000.0;-7.57;Current Account USD;;Counterparty holding;1;-7.57;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.57;0;0;7.57;-7.57;Common expenses account;7.57;Current Account USD;USD;-7.57;TAX-;;-7.57;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-39.437251.000.0;-15.24;Current Account USD;;Counterparty holding;1;-15.24;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-15.24;0;0;15.24;-15.24;Common expenses account;15.24;Current Account USD;USD;-15.24;TAX-;;-15.24;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-39.463178.000.0;-7.88;Current Account USD;;Counterparty holding;1;-7.88;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7.88;0;0;7.88;-7.88;Common expenses account;7.88;Current Account USD;USD;-7.88;TAX-;;-7.88;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-39.878431.000.0;-12.57;Current Account USD;;Counterparty holding;1;-12.57;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-12.57;0;0;12.57;-12.57;Common expenses account;12.57;Current Account USD;USD;-12.57;TAX-;;-12.57;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-41.758541.000.0;-14.78;Current Account USD;;Counterparty holding;1;-14.78;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-14.78;0;0;14.78;-14.78;Common expenses account;14.78;Current Account USD;USD;-14.78;TAX-;;-14.78;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-42.177803.000.0;-8.02;Current Account USD;;Counterparty holding;1;-8.02;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.02;0;0;8.02;-8.02;Common expenses account;8.02;Current Account USD;USD;-8.02;TAX-;;-8.02;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-44.636390.000.0;-13.36;Current Account USD;;Counterparty holding;1;-13.36;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-13.36;0;0;13.36;-13.36;Common expenses account;13.36;Current Account USD;USD;-13.36;TAX-;;-13.36;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-46.360158.000.0;-10.17;Current Account USD;;Counterparty holding;1;-10.17;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-10.17;0;0;10.17;-10.17;Common expenses account;10.17;Current Account USD;USD;-10.17;TAX-;;-10.17;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-49.149176.000.0;-9.59;Current Account USD;;Counterparty holding;1;-9.59;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-9.59;0;0;9.59;-9.59;Common expenses account;9.59;Current Account USD;USD;-9.59;TAX-;;-9.59;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-49.263329.000.0;-12.52;Current Account USD;;Counterparty holding;1;-12.52;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-12.52;0;0;12.52;-12.52;Common expenses account;12.52;Current Account USD;USD;-12.52;TAX-;;-12.52;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-52.470521.000.0;-8.45;Current Account USD;;Counterparty holding;1;-8.45;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.45;0;0;8.45;-8.45;Common expenses account;8.45;Current Account USD;USD;-8.45;TAX-;;-8.45;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-54.164741.000.0;-17.33;Current Account USD;;Counterparty holding;1;-17.33;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-17.33;0;0;17.33;-17.33;Common expenses account;17.33;Current Account USD;USD;-17.33;TAX-;;-17.33;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-54.254781.000.0;-8.43;Current Account USD;;Counterparty holding;1;-8.43;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.43;0;0;8.43;-8.43;Common expenses account;8.43;Current Account USD;USD;-8.43;TAX-;;-8.43;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-54.403356.000.0;-9.42;Current Account USD;;Counterparty holding;1;-9.42;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-9.42;0;0;9.42;-9.42;Common expenses account;9.42;Current Account USD;USD;-9.42;TAX-;;-9.42;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-54.747326.000.0;-8.83;Current Account USD;;Counterparty holding;1;-8.83;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-8.83;0;0;8.83;-8.83;Common expenses account;8.83;Current Account USD;USD;-8.83;TAX-;;-8.83;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-54.777005.000.0;-11.29;Current Account USD;;Counterparty holding;1;-11.29;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-11.29;0;0;11.29;-11.29;Common expenses account;11.29;Current Account USD;USD;-11.29;TAX-;;-11.29;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-54.926961.000.0;-15.77;Current Account USD;;Counterparty holding;1;-15.77;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-15.77;0;0;15.77;-15.77;Common expenses account;15.77;Current Account USD;USD;-15.77;TAX-;;-15.77;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-55.178013.000.0;-5.36;Current Account USD;;Counterparty holding;1;-5.36;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.36;0;0;5.36;-5.36;Common expenses account;5.36;Current Account USD;USD;-5.36;TAX-;;-5.36;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-55.268134.000.0;-7;Current Account USD;;Counterparty holding;1;-7;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-7;0;0;7;-7;Common expenses account;7;Current Account USD;USD;-7;TAX-;;-7;USD;USD
31.12.2024;Duties and taxes;10000.37-20241231-TX2-55.349841.000.0;-5.12;Current Account USD;;Counterparty holding;1;-5.12;10000.37;31.12.2024;31.12.2024;;-10000.37;CA-USD-;31.12.2024;-5.12;0;0;5.12;-5.12;Common expenses account;5.12;Current Account USD;USD;-5.12;TAX-;;-5.12;USD;USD
31.01.2025;Management fees;10000.05-20250131-MF1;138538.42;Common expenses account;;Management fees;1;138538.42;10000.05;31.01.2025;31.01.2025;;-10000.05;EXP-;31.01.2025;-138538.42;0;0;0;-138538.42;Common expenses account;138538.42;Current Account USD;USD;-138538.42;EXP-;;138538.42;USD;USD
31.01.2025;Management fees;10000.05-20250131-MF2;-138538.42;Current Account USD;;Counterparty holding;1;-138538.42;10000.05;31.01.2025;31.01.2025;;-10000.05;CA-USD-;31.01.2025;-138538.42;0;0;0;-138538.42;Common expenses account;138538.42;Current Account USD;USD;-138538.42;EXP-;;-138538.42;USD;USD
31.01.2025;Redemption;10000.05-20250131-RED1-31.824877.000.0;0;3.95% AT&T 16-15.01.2025;31.824877.000.0;Holding;;-1661351.25;10000.05;31.01.2025;31.01.2025;;10000.05-31.824877.000.0;3.95% AT&T 16-15.01.2025-31.824877.000.0;31.01.2025;-1661351.25;0;0;0;-1661351.25;3.95% AT&T 16-15.01.2025;0;Current Account USD;USD;1661351.25;31.824877.000.0;;-1661351.25;USD;USD
31.01.2025;Redemption;10000.05-20250131-RED1-51.913171.000.0;0;2.648% Nomura Holdings 20-16.01.2025;51.913171.000.0;Holding;;-2102712.89;10000.05;31.01.2025;31.01.2025;;10000.05-51.913171.000.0;2.648% Nomura Holdings 20-16.01.2025-51.913171.000.0;31.01.2025;-2102712.89;0;0;0;-2102712.89;2.648% Nomura Holdings 20-16.01.2025;0;Current Account USD;USD;2102712.89;51.913171.000.0;;-2102712.89;USD;USD
31.01.2025;Redemption;10000.05-20250131-RED2-31.824877.000.0;0;Current Account USD;;Counterparty holding;;1661351.25;10000.05;31.01.2025;31.01.2025;;-10000.05;CA-USD-;31.01.2025;1661351.25;0;0;0;1661351.25;3.95% AT&T 16-15.01.2025;0;Current Account USD;USD;1661351.25;31.824877.000.0;;1661351.25;USD;USD
31.01.2025;Redemption;10000.05-20250131-RED2-51.913171.000.0;0;Current Account USD;;Counterparty holding;;2102712.89;10000.05;31.01.2025;31.01.2025;;-10000.05;CA-USD-;31.01.2025;2102712.89;0;0;0;2102712.89;2.648% Nomura Holdings 20-16.01.2025;0;Current Account USD;USD;2102712.89;51.913171.000.0;;2102712.89;USD;USD
